activitysummarydate,total_plantimmaturecount,total_planttrackedcount,total_plantfloweringcount,total_plantvegetativecount,total_plantdestroyedcount,total_plantharvestedcount,total_plantcount,salestotal,total_active_harvestcount,total_active_packagecount,total_plantbatchcount,total_activeproducts,total_activestrains,total_employees
6/4/2021 0:00,140747,225685,114894,110791,231460,966667,1423812,1658393701,1231,131289,3388,155452,30337,8334
6/3/2021 0:00,140747,225685,114894,110791,231460,966667,1423812,1658393171,1231,131271,3388,155452,30337,8334
6/2/2021 0:00,146669,221316,111723,109593,229462,961421,1412199,1651406184,1208,128029,3466,155053,30165,8282
6/1/2021 0:00,153497,211654,108947,102707,228692,960539,1400885,1648229061,1212,126709,3520,154325,30045,8282
5/31/2021 0:00,155021,210406,108882,101524,228595,959964,1398965,1645279055,1232,127630,3626,154348,30010,8274
5/30/2021 0:00,155009,210406,108882,101524,228595,959964,1398965,1645149521,1232,127706,3623,154348,30010,8274
5/29/2021 0:00,155191,209633,109335,100298,228505,958927,1397065,1638043121,1225,128933,3582,154245,29999,8274
5/28/2021 0:00,158343,206760,107354,99406,228135,958802,1393697,1635794211,1223,129220,3661,154209,29995,8270
5/27/2021 0:00,161257,204727,109002,95725,227619,954997,1387343,1631187362,1197,128357,3634,153052,29925,8263
5/26/2021 0:00,166362,202038,110580,91458,226595,949197,1377830,1625018817,1143,125482,3538,152515,29753,8234
5/25/2021 0:00,164960,202324,111459,90865,226339,948208,1376871,1623248007,1202,125190,3545,152301,29725,8233
5/24/2021 0:00,163074,202131,111097,91034,225672,946341,1374144,1620880210,1187,123684,3573,151550,29508,8212
5/23/2021 0:00,161565,201953,112520,89433,225000,943387,1370340,1616003598,1202,127179,3561,151343,29459,8143
5/22/2021 0:00,161019,202013,112088,89925,224723,943051,1369787,1611464141,1202,128128,3554,150795,29437,8146
5/21/2021 0:00,161019,202013,111958,90055,224723,943051,1369787,1611285046,1202,128109,3554,150794,29437,8146
5/20/2021 0:00,160234,200924,111588,89336,224212,942373,1367509,1606692702,1202,136927,3492,150574,29373,8112
5/19/2021 0:00,165682,194948,116598,78350,223291,935571,1353810,1600775231,1199,144942,3495,150336,29195,8061
5/18/2021 0:00,168813,192124,116835,75289,223278,935342,1350744,1600196243,1198,144988,3509,150292,29191,8061
5/17/2021 0:00,165555,193667,116348,77319,222232,931485,1347384,1597669980,1196,153592,3488,149535,29103,8018
5/16/2021 0:00,161654,189346,111889,77457,221463,930347,1341156,1592007946,1180,154018,3378,149193,29032,7973
5/15/2021 0:00,157446,187604,110441,77163,221414,929959,1338977,1587114538,1180,154778,3257,149136,29018,7954
5/14/2021 0:00,155733,188415,111553,76862,221328,928847,1338590,1585207041,1179,155033,3199,149120,29012,7964
5/13/2021 0:00,153780,186912,108295,78617,220835,928105,1335852,1580833661,1174,157057,3128,148589,28965,7941
5/12/2021 0:00,152013,185805,107183,78622,220251,924260,1330316,1576193643,1157,154600,3147,147689,28767,7901
5/11/2021 0:00,153874,184435,107317,77118,219860,921740,1326035,1573482143,1154,153556,3160,147375,28690,7877
5/10/2021 0:00,156601,182188,107552,74636,219560,920991,1322739,1572545793,1186,153341,3216,147173,28653,7850
5/9/2021 0:00,153820,180285,103824,76461,219241,919839,1319365,1570265865,1179,152777,2980,146971,28555,7847
5/8/2021 0:00,153698,181177,104363,76814,219148,919030,1319355,1565611136,1169,154014,2978,146875,28538,7846
5/7/2021 0:00,153321,177498,103905,73593,219026,918346,1314870,1558838018,1164,152912,2910,147419,28450,7834
5/6/2021 0:00,153321,177498,103905,73593,219026,918346,1314870,1558836860,1164,152876,2910,147416,28450,7834
5/5/2021 0:00,143943,177538,106491,71047,218144,913525,1309207,1552421744,1148,150044,3030,146781,28316,7783
5/4/2021 0:00,143287,177085,108470,68615,217515,910625,1305225,1549376451,1142,148299,2984,146790,28266,7757
5/3/2021 0:00,143291,177085,108470,68615,217515,910625,1305225,1549375217,1142,148256,2984,146790,28266,7757
5/2/2021 0:00,142750,180166,110295,69871,216901,906017,1303084,1543563321,1151,149096,2966,145926,28160,7748
5/1/2021 0:00,120561,180949,110862,70087,216395,905643,1302987,1538861232,1150,150262,2668,145903,28147,7749
4/30/2021 0:00,122690,180479,110186,70293,216004,904250,1300733,1534538306,1150,149311,2719,145135,28031,7748
4/29/2021 0:00,120501,181936,111532,70404,215366,901918,1299220,1531262584,1140,147938,2645,144484,27879,7704
4/28/2021 0:00,120979,181544,110879,70665,215124,899470,1296138,1528275777,1119,146592,2602,144315,27830,7709
4/27/2021 0:00,122617,177052,112731,64321,214855,896053,1287960,1525317614,1145,145328,2642,143984,27687,7695
4/26/2021 0:00,117506,177288,110386,66902,214522,894963,1286773,1522568181,1148,144581,2680,143829,27588,7694
4/25/2021 0:00,118297,176510,110399,66111,214506,894963,1285979,1522566384,1150,144712,2685,143827,27588,7693
4/24/2021 0:00,117246,177350,110584,66766,214429,894168,1285947,1515773730,1149,145944,2661,143630,27552,7689
4/23/2021 0:00,117094,177537,110584,66953,214229,894168,1285934,1513384989,1150,146216,2671,143353,27549,7688
4/22/2021 0:00,121563,174116,107671,66445,214033,893331,1281480,1510883421,1143,145439,2859,143177,27454,7691
4/21/2021 0:00,108253,171863,108422,63441,213556,890396,1275815,1507476930,1123,143605,3320,142845,27363,7643
4/20/2021 0:00,107005,171493,108869,62624,213242,887853,1272588,1504652489,1147,143344,3390,142668,27285,7635
4/19/2021 0:00,107394,168752,109154,59598,212849,887582,1269183,1500622916,1176,142244,3532,142493,27246,7607
4/18/2021 0:00,105725,170835,109822,61013,212421,884758,1268014,1497176686,1171,141578,3383,142200,27201,7580
4/17/2021 0:00,100225,171016,110748,60268,212118,883841,1266975,1488835580,1181,142438,3337,142061,27167,7583
4/16/2021 0:00,100303,171016,110748,60268,212118,883841,1266975,1487681600,1181,142578,3339,142032,27161,7583
4/15/2021 0:00,95075,170594,106782,63812,211718,883445,1265757,1484107402,1186,140835,3088,142316,27075,7571
4/14/2021 0:00,90775,169306,103398,65908,211414,882792,1263512,1480857616,1188,139372,2917,141979,26997,7550
4/13/2021 0:00,91083,171808,104360,67448,210982,877545,1260335,1477762749,1161,137883,2903,141737,26916,7524
4/12/2021 0:00,90877,171766,105118,66648,210497,873898,1256161,1472063981,1142,135558,2908,141527,26776,7492
4/11/2021 0:00,89355,172652,105889,66763,210359,873127,1256138,1471281335,1133,135567,2855,141339,26761,7488
4/10/2021 0:00,89115,173095,105965,67130,210336,872635,1256066,1468496139,1130,136455,2852,140847,26718,7483
4/9/2021 0:00,87645,173272,105602,67670,210265,872529,1256066,1464087698,1128,137083,2834,140778,26705,7480
4/8/2021 0:00,81264,171725,103687,68038,209692,870193,1251610,1456733283,1166,134135,2797,140267,26470,7459
4/7/2021 0:00,80357,171753,103687,68066,209664,870193,1251610,1456110886,1166,134042,2787,140246,26468,7459
4/6/2021 0:00,81664,169893,102254,67639,209272,868200,1247365,1453486868,1202,132356,2596,140012,26406,7458
4/5/2021 0:00,86105,169106,103469,65637,208787,864627,1242520,1447957848,1196,130944,2889,139680,26312,7431
4/4/2021 0:00,85632,169160,103026,66134,208733,863184,1241077,1447310057,1197,130626,2871,139557,26295,7426
4/3/2021 0:00,86053,169816,103708,66108,208401,862506,1240723,1445117054,1214,131187,2875,139476,26278,7425
4/2/2021 0:00,86209,170282,104330,65952,207892,862363,1240537,1440713724,1215,132381,2870,139405,26266,7435
4/1/2021 0:00,89020,170284,104193,66091,206761,857388,1234433,1432438829,1202,129950,2865,139061,26136,7433
3/31/2021 0:00,88508,170339,104192,66147,206706,857388,1234433,1431382914,1204,129970,2861,139009,26130,7433
3/30/2021 0:00,88335,169211,102604,66607,206366,855450,1231027,1428955480,1198,128024,2923,138658,26043,7483
3/29/2021 0:00,86275,167586,104618,62968,206013,853047,1226646,1424809517,1250,126838,2780,138401,25932,7471
3/28/2021 0:00,83523,166832,101978,64854,205853,852350,1225035,1423415302,1250,126331,2353,138231,25897,7437
3/27/2021 0:00,79923,168746,102045,66701,205256,849631,1223633,1415566173,1235,127616,2606,138106,25847,7431
3/26/2021 0:00,79923,168746,102045,66701,205256,849631,1223633,1415555276,1235,127613,2606,138106,25847,7431
3/25/2021 0:00,78298,169923,102695,67228,204549,846939,1221411,1411414995,1207,126276,2624,137596,25735,7409
3/24/2021 0:00,78700,167995,100977,67018,204361,846498,1218854,1407287762,1201,124357,2571,137536,25170,7394
3/23/2021 0:00,80120,164732,100399,64333,203458,845420,1213610,1403834377,1199,122878,2428,137117,24809,7395
3/22/2021 0:00,84878,161139,99139,62000,202776,842536,1206451,1399721936,1197,121659,2578,136003,24707,7369
3/21/2021 0:00,85552,161146,96874,64272,202464,841884,1205494,1396527644,1190,122291,2567,135892,24673,7365
3/20/2021 0:00,85552,161146,96874,64272,202464,841884,1205494,1395570774,1190,122643,2567,135877,24672,7366
3/19/2021 0:00,80829,161923,97200,64723,201950,839509,1203382,1387563018,1181,121830,2364,135403,24582,7312
3/18/2021 0:00,80829,161923,97200,64723,201950,839509,1203382,1387563018,1181,121827,2364,135403,24582,7309
3/17/2021 0:00,84635,162666,97123,65543,200829,833180,1196675,1380358910,1156,119131,2494,134542,24253,7273
3/16/2021 0:00,84635,162666,97123,65543,200829,833180,1196675,1380358910,1156,119066,2494,134542,24253,7273
3/15/2021 0:00,84492,162660,96859,65801,200699,830619,1193978,1377383995,1147,117690,2559,134195,24205,7260
3/14/2021 0:00,83040,164582,96907,67675,199888,829275,1193745,1248770673,1165,116718,2542,134044,24107,7288
3/13/2021 0:00,83855,164934,97744,67190,199699,828621,1193254,1247011921,1166,117100,2559,133891,24061,7293
3/12/2021 0:00,82279,164647,97681,66966,199095,828481,1192223,1244050216,1165,117866,2541,133831,24016,7293
3/11/2021 0:00,81546,165978,100599,65379,198669,825346,1189993,1240941671,1164,116127,2532,133635,23948,7283
3/10/2021 0:00,81883,166145,101569,64576,197793,822974,1186912,1239905094,1148,114778,2483,133575,23852,7267
3/9/2021 0:00,87261,166908,103168,63740,197421,819843,1184172,1239044744,1160,113667,2616,133853,23729,7211
3/8/2021 0:00,90807,164778,101706,63072,197124,818523,1180425,1237544398,1169,112169,2733,132824,23586,7190
3/7/2021 0:00,91996,164855,101809,63046,196293,817155,1178303,1236618637,1179,112164,2765,132464,23558,7174
3/6/2021 0:00,91333,165502,102502,63000,196210,816513,1178225,1235094994,1175,112800,2747,132671,23543,7174
3/5/2021 0:00,91731,167778,104934,62844,195867,814137,1177782,1232575419,1174,113076,2699,132373,23366,7164
3/4/2021 0:00,91250,164624,103463,61161,195742,813359,1173725,1230988191,1163,112514,2663,132381,23288,7153
3/3/2021 0:00,88881,162393,101665,60728,195391,812436,1170220,1230059394,1205,111004,2562,134358,23200,7134
3/2/2021 0:00,89970,161743,101912,59831,193771,811516,1167030,1229340900,1201,109929,2542,136794,23069,7099
3/1/2021 0:00,89870,161500,100068,61432,193454,809842,1164796,1227599145,1210,108728,2577,137182,22996,7055
2/28/2021 0:00,89643,162935,101582,61353,193056,807834,1163825,1226259511,1201,107880,2564,136729,22945,7046
2/27/2021 0:00,90470,162913,102358,60555,192775,807193,1162881,1224733239,1200,108994,2555,136593,22909,7046
2/26/2021 0:00,87692,163315,102638,60677,192452,807047,1162814,1221977060,1199,109631,2517,136550,22871,7046
2/25/2021 0:00,88121,165532,102147,63385,192082,804585,1162199,1220681588,1194,108654,2525,136220,22767,7029
2/24/2021 0:00,88136,164447,101334,63113,191610,802049,1158106,1219891080,1192,108230,2557,136004,22694,7008
2/23/2021 0:00,88087,163581,100066,63515,190567,799964,1154112,1219468656,1179,106505,2518,135812,22616,6997
2/22/2021 0:00,94964,165914,100775,65139,190233,797206,1153353,1218740338,1172,105282,2517,135464,22529,6983
2/21/2021 0:00,93737,168124,102066,66058,188684,794789,1151597,1218310341,1156,104365,2669,135231,22486,6973
2/20/2021 0:00,90816,168787,102346,66441,188678,794119,1151584,1217023540,1155,104768,2104,135172,22467,6971
2/19/2021 0:00,91525,168206,102566,65640,188638,793635,1150479,1214962839,1156,104867,2110,135046,22459,6966
2/18/2021 0:00,91400,168136,101320,66816,188459,792498,1149093,1214918181,1157,103486,2103,134857,22409,7021
2/17/2021 0:00,84091,165615,99539,66076,188158,790981,1144754,1215341513,1140,102356,2015,134700,22324,6986
2/16/2021 0:00,84135,163257,102004,61253,187600,788521,1139378,1215113411,1142,100900,2066,134386,22210,6974
2/15/2021 0:00,85269,164229,102082,62147,187119,786631,1137979,1214708249,1124,100185,2063,134202,22153,6963
2/14/2021 0:00,86095,163432,102850,60582,186753,785394,1135579,1213097072,1121,100099,2053,134077,22110,6967
2/13/2021 0:00,86222,164811,103915,60896,186724,784015,1135550,1210601871,1115,100540,2054,133993,22096,6968
2/12/2021 0:00,87218,164514,103121,61393,186608,783385,1134507,1207207536,1114,100852,2257,133946,22072,6962
2/11/2021 0:00,85033,163790,102117,61673,186447,783157,1133394,1204496952,1134,99585,2199,133774,22035,6966
2/10/2021 0:00,88069,161587,102387,59200,186028,780938,1128553,1203576122,1121,98860,2258,133288,21960,6958
2/9/2021 0:00,87760,162432,104158,58274,184764,778298,1125494,1202659210,1112,97190,2264,133020,21878,6928
2/8/2021 0:00,87779,161785,102337,59448,184427,777090,1123302,1202659202,1117,96276,2236,131918,21777,6916
2/7/2021 0:00,87376,163710,101100,62610,183532,774867,1122109,1202157986,1115,94948,2218,131416,21691,6882
2/6/2021 0:00,87743,164144,101033,63111,183437,774221,1121802,1202586750,1115,95395,2238,131361,21690,6874
2/5/2021 0:00,88464,162657,99698,62959,183335,774097,1120089,1198725912,1116,96067,2237,131583,21672,6873
2/4/2021 0:00,87520,160383,97988,62395,183306,772759,1116448,1195705502,1113,94617,2131,131460,21605,6862
2/3/2021 0:00,84641,160237,98254,61983,182841,770878,1113956,1192862695,1096,130760,2108,130975,21556,6850
2/2/2021 0:00,83358,158771,99240,59531,182629,767674,1109074,1191042115,1095,129487,1996,130873,21528,6830
2/1/2021 0:00,82146,160085,98078,62007,182235,765894,1108214,1189739797,1097,128888,1954,130796,21506,6817
1/31/2021 0:00,79698,160241,98378,61863,182081,764777,1107099,1189893519,1089,128330,1897,130573,21459,6796
1/30/2021 0:00,78543,160773,99079,61694,182078,764078,1106929,1188052517,1082,128889,1879,130458,21444,6793
1/29/2021 0:00,74116,160521,99280,61241,181873,763558,1105952,1185593659,1082,129419,1815,130465,21431,6788
1/28/2021 0:00,74716,160051,95959,64092,181605,762053,1103709,1183698289,1074,128020,1842,130432,21352,6784
1/27/2021 0:00,76181,162161,97118,65043,181228,758509,1101898,1182567136,1072,127064,1870,130175,21258,6744
1/26/2021 0:00,77541,162313,99263,63050,180802,756375,1099490,1181966954,1062,125903,1884,129815,21136,6729
1/25/2021 0:00,85261,156529,97820,58709,180399,754226,1091154,1181603330,1067,125330,2065,129723,21089,6715
1/24/2021 0:00,85649,155639,96460,59179,180279,752884,1088802,1181540791,1058,124282,2060,129583,21043,6689
1/23/2021 0:00,86183,155934,97182,58752,180271,752162,1088367,1181086414,1057,124731,2061,129452,21039,6684
1/22/2021 0:00,87505,154765,97026,57739,180244,751958,1086967,1179136973,1048,125913,2089,129214,21023,6679
1/21/2021 0:00,85259,156707,95797,60910,179918,749905,1086530,1177642319,1039,124509,2018,128847,20987,6683
1/20/2021 0:00,82725,154545,96433,58112,179455,747595,1081595,1177154052,1032,123410,2035,128039,20884,6679
1/19/2021 0:00,83718,151760,94218,57542,179238,746941,1077939,1175790928,1042,121915,2058,128248,20788,6665
1/18/2021 0:00,85016,153282,93564,59718,178411,743141,1074834,1175380255,1038,120527,2009,128045,20721,6653
1/17/2021 0:00,83998,155137,94001,61136,177643,741660,1074440,1174792288,1032,120500,1988,128596,20685,6646
1/16/2021 0:00,83392,155637,94061,61576,177599,740581,1073817,1173689308,1034,120838,1978,128524,20674,6644
1/15/2021 0:00,82926,155870,94007,61863,177381,740441,1073692,1171701037,1033,121641,1945,128306,20662,6635
1/14/2021 0:00,81213,155165,86837,68328,177168,739985,1072318,1170417736,1041,120904,1926,129997,20617,6627
1/13/2021 0:00,79608,157249,89030,68219,176951,736681,1070881,1170143019,1024,119647,1864,129800,20532,6614
1/12/2021 0:00,82724,156916,92669,64247,176846,732937,1066699,1169944983,1023,118691,1918,129263,20486,6644
1/11/2021 0:00,81432,154482,92370,62112,176625,732490,1063597,1169316863,1017,117480,1868,128738,20428,6643
1/10/2021 0:00,78773,152935,91482,61453,176418,731793,1061146,1168845967,1041,117440,1811,127992,20390,6642
1/9/2021 0:00,78700,153801,92337,61464,176407,730938,1061146,1167965608,1046,118046,1810,127894,20389,6639
1/8/2021 0:00,78692,153311,92449,60862,176391,730826,1060528,1165985626,1047,118405,1816,127482,20384,6685
1/7/2021 0:00,77611,152516,88407,64109,176171,729723,1058410,1164255132,1063,117612,1793,126281,20347,6676
1/6/2021 0:00,73758,151119,88124,62995,175769,729218,1056106,1163191364,1081,116306,1667,125477,20317,6666
1/5/2021 0:00,79288,146710,90195,56515,175356,726952,1049018,1162381053,1087,115141,1831,125156,20271,6657
1/4/2021 0:00,71572,147269,90892,56377,174980,724828,1047077,1161464996,1084,114376,1753,124692,20230,6391
1/3/2021 0:00,69443,148459,91047,57412,174295,722737,1045491,1160718481,1074,113636,1682,124071,20211,6365
1/2/2021 0:00,69327,148599,91190,57409,174295,722594,1045488,1160209915,1073,114313,1679,123964,20209,6365
1/1/2021 0:00,70100,147800,91126,56674,174133,722343,1044276,1158285814,1072,114688,1696,123920,20200,6368
12/31/2020 0:00,67996,146973,90859,56114,174120,722343,1043436,1158359722,1072,115341,1661,123917,20199,6388
12/30/2020 0:00,68503,146309,90785,55524,173840,720853,1041002,1156760627,1097,115206,1702,123682,20165,6386
12/29/2020 0:00,69260,146521,93354,53167,173456,718242,1038219,1155500068,1091,114789,1711,123121,20130,6378
12/28/2020 0:00,74091,145352,90617,54735,173161,714929,1033442,1153443450,1079,114259,1793,122484,20091,6383
12/27/2020 0:00,73602,146693,91078,55615,173012,712782,1032487,1150730508,1076,114493,1699,122317,20011,6352
12/26/2020 0:00,77087,145194,89126,56068,172814,712058,1030066,1148162525,1068,114927,1739,122235,20005,6351
12/25/2020 0:00,73254,144795,89256,55539,172790,711928,1029513,1144579438,1069,115807,1712,122197,19988,6348
12/24/2020 0:00,73281,144768,88254,56514,172790,711928,1029486,1144555020,1069,115809,1712,122197,19988,6348
12/23/2020 0:00,72399,145077,87542,57535,172713,710727,1028517,1141384611,1070,115594,1684,122090,19967,6317
12/22/2020 0:00,74759,143339,87551,55788,172490,708437,1024266,1137360890,1046,114526,1704,121957,19911,6252
12/21/2020 0:00,73286,145074,88101,56973,172219,705196,1022489,1133947020,1014,113102,1692,121789,19852,6261
12/20/2020 0:00,71177,146499,87610,58889,171231,703997,1021727,1131053007,1017,111980,1684,121771,19783,6277
12/19/2020 0:00,71887,146711,88306,58405,171188,703315,1021214,1128484213,1029,112760,1701,121686,19776,6275
12/18/2020 0:00,71516,146331,88477,57854,171127,703147,1020605,1124804676,1029,112745,1692,121148,19749,6275
12/17/2020 0:00,72732,141631,86433,55198,170427,702433,1014491,1121516272,1038,111795,1747,121370,19699,6237
12/16/2020 0:00,73425,140818,84643,56175,170403,702111,1013332,1120662136,1028,111883,1735,121123,19672,6230
12/15/2020 0:00,70432,142026,83715,58311,170049,699427,1011502,1117652039,1017,110783,1707,120769,19590,6215
12/14/2020 0:00,69398,144912,84225,60687,169861,696593,1011366,1114959656,1007,110001,1646,118879,19489,6206
12/13/2020 0:00,70392,142396,84663,57733,169804,695330,1007530,1112844295,1001,109100,1634,118264,19365,6201
12/12/2020 0:00,70779,142707,85389,57318,169782,694610,1007099,1110502181,994,109340,1639,118199,19360,6201
12/11/2020 0:00,70446,142924,85938,56986,169574,694501,1006999,1107089354,992,109781,1633,118158,19356,6199
12/10/2020 0:00,69173,142173,85536,56637,169468,693658,1005299,1103775283,1017,109098,1600,117561,19310,6194
12/9/2020 0:00,69635,143541,87327,56214,169203,691603,1004347,1101248103,1011,108371,1590,117124,19260,6203
12/8/2020 0:00,72396,141989,87711,54278,168834,688893,999716,1098920773,1015,107148,1642,116619,19226,6203
12/7/2020 0:00,70976,144272,87100,57172,168454,685365,998091,1096866077,1015,106345,1607,116121,19094,6185
12/6/2020 0:00,69303,143060,87362,55698,168336,684884,996280,1094855783,1038,105723,1585,115279,19070,6181
12/5/2020 0:00,69509,143866,88139,55727,168307,684107,996280,1092495529,1033,105752,1588,115211,19069,6181
12/4/2020 0:00,69525,143857,88100,55757,168305,683785,995947,1089582839,1038,106172,1604,114112,19067,6178
12/3/2020 0:00,65308,144184,88542,55642,168057,683078,995319,1086655927,1073,105512,1526,113053,19035,6177
12/2/2020 0:00,67885,145676,90026,55650,167818,680402,993896,1084191392,1100,104811,1583,112596,18966,6158
12/1/2020 0:00,69663,145639,92898,52741,167031,677419,990089,1082099167,1084,103700,1620,112253,18942,6147
11/30/2020 0:00,69244,148592,93340,55252,166539,673037,988168,1079920035,1062,103464,1618,111982,18902,6140
11/29/2020 0:00,70467,147655,93215,54440,166089,671938,985682,1078031566,1104,102830,1613,111221,18823,6128
11/28/2020 0:00,70327,148302,92292,56010,166083,671288,985673,1075862655,1082,103234,1611,111160,18818,6128
11/27/2020 0:00,68443,148461,92059,56402,165932,671140,985533,1072803841,1082,103784,1588,111094,18809,6125
11/26/2020 0:00,67532,148253,89264,58989,165694,670150,984097,1069122469,1079,103173,1517,111006,18784,6109
11/25/2020 0:00,67743,148140,89333,58807,165682,670071,983893,1068912642,1073,103249,1518,111004,18784,6108
11/24/2020 0:00,71318,144993,87606,57387,165309,668346,978648,1065200893,1116,101857,1583,110070,18730,6101
11/23/2020 0:00,69710,148044,89220,58824,164986,664929,977959,1062370278,1112,100785,1512,109750,18685,6089
11/22/2020 0:00,68491,149471,88215,61256,164813,663182,977466,1059985295,1113,100198,1497,108899,18643,6078
11/21/2020 0:00,69338,149304,87823,61481,164799,662659,976762,1057574650,1109,100412,1507,108863,18639,6075
11/20/2020 0:00,69061,148457,86138,62319,164712,662518,975687,1054196944,1109,100780,1519,108810,18629,6076
11/19/2020 0:00,71017,146168,86278,59890,164313,662030,972511,1050810360,1118,99776,1521,108458,18568,6065
11/18/2020 0:00,67459,145493,86745,58748,163968,660568,970029,1048347478,1112,98798,1473,107241,18507,6076
11/17/2020 0:00,70167,141049,87081,53968,163929,658472,963450,1046054452,1095,97781,1531,105824,18373,6050
11/16/2020 0:00,68085,141167,87200,53967,163720,657653,962540,1043998335,1093,96625,1493,104477,18185,6041
11/15/2020 0:00,76286,142189,85426,56763,163448,656359,961996,1041925026,1085,96058,1721,104141,18171,6030
11/14/2020 0:00,75877,142793,84972,57821,163393,655810,961996,1039595064,1084,96487,1720,104055,18160,6030
11/13/2020 0:00,76546,142111,84333,57778,163337,655689,961137,1036266848,1146,97070,1729,103992,18152,6029
11/12/2020 0:00,77304,141111,81088,60023,162979,655047,959137,1032904658,1136,96631,1782,103389,18129,6032
11/11/2020 0:00,76735,141878,82265,59613,162858,653168,957904,1030398653,1171,95423,1798,102413,18069,6030
11/10/2020 0:00,80952,137913,80505,57408,162741,651528,952182,1028143455,1170,95091,1970,102033,18036,6015
11/9/2020 0:00,79921,139251,78750,60501,162318,649770,951339,1026055173,1140,93967,1980,101755,17969,5998
11/8/2020 0:00,79755,139046,79239,59807,162050,648420,949516,1023985624,1137,93604,1910,100538,17908,5943
11/7/2020 0:00,81193,137870,79354,58516,161903,648305,948078,1021771687,1136,93891,1931,100515,17903,5943
11/6/2020 0:00,82329,135926,79490,56436,161848,648171,945945,1018521628,1134,94316,1951,100461,17898,5942
11/5/2020 0:00,78787,133547,79500,54047,160986,647904,942437,1015253492,1129,93440,1873,99749,17814,5936
11/4/2020 0:00,78403,133901,79326,54575,160522,646457,940880,1012946868,1077,92693,1893,99072,17774,5922
11/3/2020 0:00,80058,133770,80132,53638,160345,644643,938758,1010814544,1045,92151,1963,98202,17718,5901
11/2/2020 0:00,79401,136150,81167,54983,160043,641208,937401,1008417303,1057,91617,1962,97412,17654,5863
11/1/2020 0:00,78985,137386,83750,53636,159777,637836,934999,1006134494,1053,90927,1943,96478,17593,5859
10/31/2020 0:00,79029,138054,83248,54806,159290,637223,934567,1003671334,1038,91723,1943,96448,17588,5846
10/30/2020 0:00,79705,138075,83471,54604,159249,636579,933903,1000521905,1037,91907,1946,96397,17566,5845
