activitysummarydate,total_plantimmaturecount,total_planttrackedcount,total_plantfloweringcount,total_plantvegetativecount,total_plantdestroyedcount,total_plantharvestedcount,total_plantcount,salestotal,total_active_harvestcount,total_active_packagecount,total_plantbatchcount,total_activeproducts,total_activestrains,total_employees
10/29/2020 0:00,80566,135221,83442,51779,158966,635857,930044,997488467.9,1031,90929,2003,95930,17455,5841
10/28/2020 0:00,76150,133253,83229,50024,158624,634819,926696,994967157.9,1040,90476,1965,95295,17363,5813
10/27/2020 0:00,77571,131963,84883,47080,158274,632340,922577,992641280.6,1048,89760,1959,94562,17330,5793
10/26/2020 0:00,77304,134109,85968,48141,158030,629370,921509,990485220.5,1024,88598,1946,93832,17273,5783
10/25/2020 0:00,76401,136668,87533,49135,157786,626906,921360,988408100.9,1026,88305,1930,93724,17264,5769
10/24/2020 0:00,77719,136609,87881,48728,157714,626286,920609,985948205.1,1019,88595,1964,93621,17258,5768
10/23/2020 0:00,78611,137326,87106,50220,157503,625780,920609,982515285.7,1006,88986,1993,93592,17252,5767
10/22/2020 0:00,76483,136407,86488,49919,157246,625293,918946,979217703.3,999,87781,1906,93392,17210,5766
10/21/2020 0:00,74451,137711,87778,49933,157087,623623,918421,976696190.5,987,87381,1876,93176,17187,5765
10/20/2020 0:00,77139,136065,87047,49018,156344,621620,914029,974317730.6,980,87135,1892,92862,17154,5761
10/19/2020 0:00,76646,135930,86089,49841,156116,619733,911779,972154524.6,989,86350,1900,92436,17084,5715
10/18/2020 0:00,77376,136299,86947,49352,155865,617645,909809,970188828.8,984,85902,1995,92325,17058,5703
10/17/2020 0:00,75766,137306,87917,49389,155720,616712,909738,967629867.3,971,86195,1990,92283,16951,5703
10/16/2020 0:00,75454,137354,87610,49744,155608,616188,909150,964126686.8,975,86377,1974,92232,16947,5698
10/15/2020 0:00,75983,132851,87263,45588,155491,615965,904307,960654023.4,974,85928,1972,92044,16903,5695
10/14/2020 0:00,73243,133934,86823,47111,155106,615013,904053,958053683.2,973,85013,1950,91907,16837,5679
10/13/2020 0:00,75958,131074,83050,48024,154117,612871,898062,955812353.5,976,83986,1982,91115,16639,5675
10/12/2020 0:00,76642,129536,79462,50074,153336,611998,894870,953745499.5,967,83560,1980,90948,16569,5628
10/11/2020 0:00,76481,132258,82236,50022,153147,609036,894441,951460298.7,952,83088,1945,90583,16552,5604
10/10/2020 0:00,76852,132925,82860,50065,153058,608007,893990,948648663.1,942,83573,1948,90532,16540,5604
10/9/2020 0:00,76891,133024,82267,50757,152883,607579,893486,945013877.7,937,83913,1957,90491,16538,5602
10/8/2020 0:00,75992,134044,81530,52514,152661,606572,893277,941674795.5,922,83166,1925,89528,16523,5592
10/7/2020 0:00,74977,134709,82541,52168,152513,604905,892127,938944752.1,928,82582,1867,89305,16460,5571
10/6/2020 0:00,80286,133143,84901,48242,151699,602266,887108,936703403.6,907,81988,2010,89592,16406,5564
10/5/2020 0:00,79572,135973,86418,49555,151454,598818,886245,934493702,895,81290,2002,89335,16379,5553
10/4/2020 0:00,75366,137418,86839,50579,150345,596721,884484,932328988.6,885,80626,1874,88992,16339,5529
10/3/2020 0:00,75122,137692,86678,51014,150303,596333,884328,929838400.8,882,81169,1850,88937,16338,5526
10/2/2020 0:00,76217,136949,84721,52228,150218,595665,882832,926427635.3,857,81396,1865,88887,16334,5495
10/1/2020 0:00,79333,134603,81189,53414,150076,595168,879847,923018937.7,847,80613,1873,88398,16284,5484
9/30/2020 0:00,79830,133648,81150,52498,149748,593537,876933,920308703,843,80358,1873,87514,16234,5470
9/29/2020 0:00,81420,134000,82539,51461,149426,590226,873652,917940577.4,845,79848,2058,87358,16209,5451
9/28/2020 0:00,78637,135337,80515,54822,148993,589310,873640,915720895.5,849,79016,2004,87203,16181,5439
9/27/2020 0:00,79575,135590,82117,53473,148847,587259,871696,913340451.5,838,78324,2069,87007,16100,5440
9/26/2020 0:00,79279,134549,80327,54222,148782,586746,870077,910836716.3,833,78900,2059,86950,16081,5439
9/25/2020 0:00,79957,133428,80711,52717,148613,586622,868663,907537019.6,833,79250,2096,86844,16064,5438
9/24/2020 0:00,80054,133801,80027,53774,148371,584965,867137,904212702.8,830,78686,2056,86699,15978,5425
9/23/2020 0:00,81532,132391,78185,54206,148167,583228,863786,901653108.8,817,77967,2164,86431,15927,5374
9/22/2020 0:00,83009,131175,79745,51430,147864,580723,859762,899282305.5,826,77327,2175,85996,15851,5362
9/21/2020 0:00,78870,134032,80029,54003,147501,577956,859489,897075825.3,808,76755,2065,85825,15815,5373
9/20/2020 0:00,78499,135802,77161,58641,147353,575345,858500,894868122.7,796,76449,2070,85622,15804,5365
9/19/2020 0:00,78030,136310,78034,58276,147301,574358,857969,892250922.9,787,76835,2081,85568,15792,5365
9/18/2020 0:00,79832,134807,78135,56672,147064,574220,856091,888737302.2,784,77098,2079,85486,15779,5365
9/17/2020 0:00,79432,136680,79418,57262,146422,572589,855691,885226963.7,780,76957,2109,85318,15744,5356
9/16/2020 0:00,75348,135067,78692,56375,146199,571370,852636,882530671.4,784,76064,2071,85189,15725,5342
9/15/2020 0:00,74045,134205,78575,55630,145973,569897,850075,880262880.6,768,75206,1951,84995,15638,5322
9/14/2020 0:00,74061,133834,78060,55774,145388,568885,848107,877895678.9,770,74817,1913,84843,15617,5333
9/13/2020 0:00,74453,133122,78576,54546,144932,567616,845670,875601699.3,765,74631,1898,84780,15592,5306
9/12/2020 0:00,75897,134297,79694,54603,144896,566458,845651,873287702.9,748,74751,1928,84749,15589,5306
9/11/2020 0:00,76715,134007,78793,55214,144875,566281,845163,870092679.3,746,75072,2004,84710,15580,5305
9/10/2020 0:00,77739,131284,77918,53366,144515,565545,841344,866988926,769,74783,2045,84514,15540,5272
9/9/2020 0:00,80079,130243,79024,51219,144424,563385,838052,864400778.8,768,74003,2015,84360,15511,5271
9/8/2020 0:00,79704,131317,77885,53432,143900,561079,836296,862074089.8,761,73386,2011,84036,15491,5266
9/7/2020 0:00,75709,131371,76975,54396,143571,559390,834332,859794916.2,754,73539,1904,83660,15459,5244
9/6/2020 0:00,74764,132539,74977,57562,142887,558833,834259,857712781.7,752,73999,1883,83599,15457,5244
9/5/2020 0:00,73515,133399,75826,57573,142875,557984,834258,855087274.8,746,74295,1869,83576,15456,5235
9/4/2020 0:00,73373,133443,75824,57619,142821,557984,834248,851751396.3,746,74689,1875,82871,15441,5235
9/3/2020 0:00,70380,133048,76226,56822,142625,556879,832552,848164195,751,74282,1870,82789,15386,5266
9/2/2020 0:00,69605,132261,76216,56045,142529,556099,830889,845328316.2,746,73359,1866,82645,15359,5261
9/1/2020 0:00,80471,134435,76729,57706,142354,553393,830182,842846676.7,732,72327,2065,82646,15336,5239
8/31/2020 0:00,80810,134266,77054,57212,142206,551575,828047,840478856,750,71856,2024,82307,15310,5224
8/30/2020 0:00,78545,134444,74074,60370,142085,550844,827373,838284630.5,765,71793,1963,82206,15293,5210
8/29/2020 0:00,79676,133955,74578,59377,141958,550196,826109,835994073.3,759,72276,1968,82181,15290,5207
8/28/2020 0:00,77839,134155,74756,59399,141882,550058,826095,832636909.6,758,72660,1929,82128,15280,5194
8/27/2020 0:00,76803,135143,74028,61115,141769,549003,825915,829393226.4,758,72144,1919,81637,15208,5186
8/26/2020 0:00,76198,133084,73555,59529,141696,548474,823254,826750698.9,772,71366,1892,81581,15181,5149
8/25/2020 0:00,78024,127810,73728,54082,140988,547634,816432,824456679.9,784,70718,1912,81471,15155,5147
8/24/2020 0:00,77003,128649,73210,55439,140739,545874,815262,822209302.1,772,70053,1890,81444,15126,5131
8/23/2020 0:00,74403,129881,74040,55841,140505,543429,813815,819966508.6,755,70386,1670,81310,15076,5111
8/22/2020 0:00,74300,130700,74524,56176,140079,542945,813724,817643349.8,753,70693,1619,81284,15057,5111
8/21/2020 0:00,74217,130808,74439,56369,140016,542814,813638,814456895.8,752,71094,1601,81118,15056,5111
8/20/2020 0:00,75909,128651,74068,54583,139929,542113,810693,811333663.2,751,70698,1634,80726,14988,5105
8/19/2020 0:00,79335,128466,73585,54881,139665,539412,807543,808776824.8,747,70125,1673,80572,14969,5095
8/18/2020 0:00,76357,128560,75200,53360,139434,537690,805684,806188548.8,736,69727,1625,80395,14942,5090
8/17/2020 0:00,75614,130431,69914,60517,139189,535997,805617,803949734.5,735,68449,1605,80058,14859,5093
8/16/2020 0:00,72313,131375,68901,62474,138989,534778,805142,801652754.6,728,67796,1598,79953,14839,5108
8/15/2020 0:00,75846,128770,69782,58988,138973,533897,801640,799274526,719,68328,1662,79884,14830,5106
8/14/2020 0:00,76311,127383,69906,57477,138964,533773,800120,796048136.7,721,68654,1656,79815,14822,5106
8/13/2020 0:00,75354,126235,69095,57140,138743,532677,797655,793068767.6,717,77921,1556,79631,14761,5101
8/12/2020 0:00,75151,125605,66221,59384,138470,531739,795814,790537704.8,741,77571,1540,79467,14712,5097
8/11/2020 0:00,73622,125844,65790,60054,138235,530596,794675,788196489,750,76849,1512,78803,14697,5101
8/10/2020 0:00,72848,125997,66234,59763,138024,529581,793602,786031667.5,744,78602,1500,78604,14619,5107
8/9/2020 0:00,74264,124301,65507,58794,137588,528105,789994,783755633.7,753,78254,1547,78568,14597,5086
8/8/2020 0:00,74598,124631,66162,58469,137555,527450,789636,781576541.1,750,78591,1564,78552,14594,5091
8/7/2020 0:00,74441,124703,65039,59664,137544,527315,789562,778507418,746,78889,1561,78515,14590,5091
8/6/2020 0:00,73693,123868,62317,61551,137300,526908,788076,775370849.6,768,78270,1576,78418,14557,5074
8/5/2020 0:00,70899,128467,65446,63021,136835,522293,787595,772887274.3,738,77294,1539,78260,14494,5070
8/4/2020 0:00,70396,128652,67451,61201,136738,519994,785384,770541163.3,723,76881,1516,78154,14473,5057
8/3/2020 0:00,74539,130638,68690,61948,136067,518141,784846,767989247.3,750,76283,1613,78047,14458,5033
8/2/2020 0:00,74020,130195,67276,62919,135841,516845,782881,765494781.1,739,76364,1623,75536,14355,5028
8/1/2020 0:00,74678,130071,67727,62344,135771,516328,782170,763245700.8,736,76673,1624,75506,14349,5012
7/31/2020 0:00,74139,130479,67908,62571,135623,516068,782170,760168272.6,736,76962,1610,75478,14336,5013
7/30/2020 0:00,71163,130558,68099,62459,135504,515630,781692,757195527.1,736,76265,1578,75380,14272,4998
7/29/2020 0:00,73123,128502,67569,60933,135402,515040,778944,754755750.6,763,75838,1605,75056,14193,4940
7/28/2020 0:00,74813,128197,67619,60578,135187,513212,776596,752491619.1,764,75574,1680,74942,14127,4915
7/27/2020 0:00,75450,127797,65849,61948,135081,512304,775182,750133436.6,758,74740,1705,74833,14101,4906
7/26/2020 0:00,74430,129048,63844,65204,134846,510309,774203,747820054.4,794,74302,1735,74720,14049,4893
7/25/2020 0:00,74945,129061,63815,65246,134761,509583,773405,745694724,791,74578,1733,74698,14044,4890
7/24/2020 0:00,74844,129032,63589,65443,134517,509409,772958,742845093.5,791,74666,1732,74649,14014,4873
7/23/2020 0:00,75832,127592,62544,65048,134321,508790,770703,739978397.1,788,74287,1738,73999,13967,4867
7/22/2020 0:00,73702,127088,61572,65516,133782,508034,768904,737473488.6,797,73750,1689,73743,13909,4827
7/21/2020 0:00,75451,126163,62951,63212,133068,505671,764902,734891309.5,818,72770,1764,73731,13876,4797
7/20/2020 0:00,78515,124831,62427,62404,132481,504517,761829,732775221.1,836,72396,1948,73616,13863,4771
7/19/2020 0:00,78276,125012,61740,63272,132311,503150,760473,731224256.6,847,72039,1986,73480,13851,4740
7/18/2020 0:00,78339,125637,61638,63999,132181,502655,760473,729123840.7,844,72263,1975,73451,13843,4740
7/17/2020 0:00,78389,125738,61834,63904,132135,502507,760380,726335311.6,845,72189,1977,73330,13836,4710
7/16/2020 0:00,78356,124750,63325,61425,131970,500718,757438,723453054.1,854,72133,1968,73130,13765,4656
7/15/2020 0:00,75238,124243,64052,60191,131723,496218,752184,721147347.4,871,71569,2061,72808,13712,4654
7/14/2020 0:00,77548,129399,71211,58188,131577,488576,749552,718955684.8,884,70767,2089,73286,13689,4645
7/13/2020 0:00,76982,133640,75633,58007,130345,484190,748175,716820717.2,908,70696,2088,73108,13664,4609
7/12/2020 0:00,77210,135325,75711,59614,129873,480930,746128,714800471.3,905,70782,2084,72833,13652,4610
7/11/2020 0:00,76630,135646,75469,60177,129855,480542,746043,712893953.4,902,71219,2081,72780,13650,4611
7/10/2020 0:00,76015,136556,76285,60271,129694,479726,745976,710034566,889,71418,2041,72752,13641,4610
7/9/2020 0:00,75936,135342,75050,60292,129432,479592,744366,707431499.3,889,71118,1914,72620,13609,4598
7/8/2020 0:00,78135,135085,75267,59818,129108,478015,742208,705200581.5,901,70555,1942,72402,13536,4579
7/7/2020 0:00,80506,136869,76657,60212,128919,474611,740399,703071735.9,891,69725,2037,72265,13512,4576
7/6/2020 0:00,81140,138144,78519,59625,128581,471884,738609,700833913.8,873,69434,2078,72159,13498,4562
7/5/2020 0:00,81909,138593,77987,60606,128460,470277,737330,698883058,775,69275,2216,72068,13492,4568
7/4/2020 0:00,81769,139288,78644,60644,128401,469621,737310,696999768.1,772,69411,2215,72057,13492,4569
7/3/2020 0:00,81899,139280,78644,60636,128378,469621,737279,695487458.1,772,69823,2218,72018,13489,4569
7/2/2020 0:00,85239,138249,78689,59560,128272,469621,736142,692385141.7,772,69802,2373,71937,13468,4568
7/1/2020 0:00,88142,131711,77101,54610,127941,469297,728949,689629755.2,773,69188,2403,71811,13443,4561
6/30/2020 0:00,91183,131708,77572,54136,126761,467380,725849,687200765.7,766,67883,2602,71664,13415,4554
6/29/2020 0:00,92451,131871,78973,52898,126446,466121,724438,685157667.1,793,67087,2636,71527,13363,4542
6/28/2020 0:00,90982,132643,77457,55186,126115,465357,724115,683236291.2,797,66884,2621,71249,13298,4531
6/27/2020 0:00,91147,133578,78344,55234,126043,464472,724093,681392429.8,793,67170,2624,71223,13295,4529
6/26/2020 0:00,91578,133236,77718,55518,125986,464350,723572,678810198.1,796,67483,2635,71189,13292,4526
6/25/2020 0:00,87593,132599,77853,54746,125605,464056,722260,676264629.1,841,66956,2566,71079,13257,4512
6/24/2020 0:00,85995,131829,77266,54563,125290,462922,720041,674274597.7,868,66449,2409,70917,13234,4481
6/23/2020 0:00,85480,131226,77111,54115,125223,461616,718065,672349902.7,889,65697,2248,70749,13181,4493
6/22/2020 0:00,86263,129165,76639,52526,124971,459869,714005,670558529.9,903,64810,2243,70627,13166,4495
6/21/2020 0:00,87599,127321,75724,51597,124575,458379,710275,668854198.6,910,64726,2268,70578,13158,4501
6/20/2020 0:00,87642,128588,76759,51829,124552,457135,710275,667314582.5,902,64798,2265,70557,13153,4503
6/19/2020 0:00,83170,128890,75692,53198,124392,456992,710274,665125852.5,901,64901,2255,70535,13135,4498
6/18/2020 0:00,82061,129032,74844,54188,124078,456199,709309,662803578,901,64464,2210,70507,13248,4484
6/17/2020 0:00,82277,130196,73440,56756,123516,452956,706668,660929915.6,894,64663,2092,70401,13232,4477
6/16/2020 0:00,81991,130689,72916,57773,123095,449780,703564,659202397.1,910,64253,1904,70299,13206,4474
6/15/2020 0:00,89172,124406,64900,59506,122701,449186,696293,657385100.5,912,63341,1731,70222,13181,4454
6/14/2020 0:00,90829,121629,63342,58287,122529,448239,692397,655813334.4,908,63258,1650,70153,13170,4431
6/13/2020 0:00,91201,122691,64177,58514,122509,447192,692392,654179635.5,902,63398,1654,70124,13166,4420
6/12/2020 0:00,92072,123067,64802,58265,122417,446207,691691,652049207.3,891,63395,1685,70091,13155,4403
6/11/2020 0:00,89417,124704,66304,58400,122348,444221,691273,649866288.6,881,63298,1657,70037,13094,4405
6/10/2020 0:00,92468,116950,65941,51009,122261,442735,681946,648142718.5,884,63386,1622,69941,13079,4402
6/9/2020 0:00,91861,118047,64424,53623,121817,441277,681141,646531808.2,891,62746,1635,69857,13051,4402
6/8/2020 0:00,92694,118120,65277,52843,121385,439609,679114,644989775.9,885,62289,1716,69674,13039,4407
6/7/2020 0:00,92228,117955,63041,54914,121151,438238,677344,643579934.1,757,62185,1685,69594,13024,4399
6/6/2020 0:00,93062,118395,63369,55026,121101,437017,676513,642167047,749,62224,1679,69561,13019,4398
6/5/2020 0:00,93059,118878,62170,56708,120990,436626,676494,640308102.2,737,62480,1681,69527,13009,4400
6/4/2020 0:00,94385,116648,63078,53570,120614,435599,672861,638414527.6,760,62121,1715,69454,12988,4387
6/3/2020 0:00,94180,115176,61452,53724,120079,433922,669177,636940833,768,61357,1782,69308,12954,4371
6/2/2020 0:00,93318,116072,63068,53004,119542,431326,666940,635434215.2,762,60572,1787,69189,12921,4362
6/1/2020 0:00,94705,115926,64288,51638,119271,429893,665090,633937120.1,772,59707,1772,68933,12778,4357
5/31/2020 0:00,92957,116677,65289,51388,118726,427605,663008,632543209.6,782,59536,1759,68743,12718,4345
5/30/2020 0:00,93341,117913,65862,52051,118587,426329,662829,631138394.2,775,59693,1760,68710,12717,4348
5/29/2020 0:00,93306,119218,67127,52091,118547,425064,662829,629096665.8,772,59474,1748,68642,12711,4345
5/28/2020 0:00,92471,119719,65896,53823,118404,424656,662779,627159346,793,59036,1728,68546,12692,4345
5/27/2020 0:00,89978,118522,64831,53691,118230,424051,660803,625323498.5,818,57878,1799,68269,12680,4338
5/26/2020 0:00,89541,118360,66476,51884,117941,421914,658215,623351084.1,823,57208,1921,68162,12668,4329
5/25/2020 0:00,90348,117034,65670,51364,117365,420593,654992,621162707.6,826,56610,1908,67277,12569,4319
5/24/2020 0:00,90062,117490,66131,51359,117336,419638,654464,618991862,820,56482,1908,67219,12563,4309
5/23/2020 0:00,87970,118591,66771,51820,117234,418639,654464,618991862,812,56269,1885,67174,12561,4308
5/22/2020 0:00,87906,119561,66906,52655,116337,418484,654382,618991862,809,56100,1916,67061,12544,4303
5/21/2020 0:00,89387,117191,66201,50990,116174,417937,651302,618991862,806,54659,1998,66939,12519,4279
5/20/2020 0:00,90252,115479,66704,48775,115894,415911,647284,618991862,786,53604,2019,66841,12495,4282
5/19/2020 0:00,91779,116034,68102,47932,115631,414081,645746,618991862,786,52698,2355,66800,12460,4270
5/18/2020 0:00,90088,117265,69322,47943,115128,412359,644752,618991862,779,52104,2403,66759,12459,4242
5/17/2020 0:00,89520,117067,68241,48826,115094,411490,643651,618991862,770,51678,2518,66742,12457,4240
5/16/2020 0:00,89787,118258,68942,49316,115072,410321,643651,618991862,761,51659,2518,66742,12457,4240
5/15/2020 0:00,89645,118570,69102,49468,114920,410161,643651,618991862,758,51656,2469,66739,12457,4240
5/14/2020 0:00,87914,117392,66044,51348,114818,410006,642216,618991862,758,51627,2461,66457,12453,4242
5/13/2020 0:00,88447,115169,66670,48499,114537,408486,638192,618991557,742,51457,2523,66327,12420,4238
5/12/2020 0:00,88695,116007,66006,50001,114014,406590,636611,618991557,730,50961,2589,68927,12413,4227
5/11/2020 0:00,85418,118566,66113,52453,113121,404912,636599,618991557,729,50570,2569,68914,12409,4231
5/10/2020 0:00,83798,119187,65312,53875,112969,403090,635246,618991557,615,50178,2378,68864,12407,4238
5/9/2020 0:00,83527,120422,65962,54460,112926,401587,634935,618991557,605,50180,2394,68861,12405,4238
5/8/2020 0:00,82875,120712,65713,54999,112790,401368,634870,618991557,601,50237,2396,68860,12405,4238
5/7/2020 0:00,85713,117922,65595,52327,112610,401103,631635,618991557,603,49966,2489,68637,12401,4238
5/6/2020 0:00,86699,116520,66625,49895,112524,400083,629127,618991557,617,49677,2425,68400,12400,4239
5/5/2020 0:00,88891,114288,66555,47733,112364,398795,625447,618991557,629,49618,2392,68387,12401,4249
5/4/2020 0:00,88082,114882,66928,47954,111875,396908,623665,618991557,639,49203,2409,68347,12391,4248
5/3/2020 0:00,86508,117790,67775,50015,111071,394729,623590,618991557,644,48923,2436,68313,12387,4257
5/2/2020 0:00,86548,118437,67940,50497,111055,394098,623590,618991557,642,48868,2431,68283,12387,4257
5/1/2020 0:00,86319,118777,67791,50986,110949,393864,623590,618991557,639,48841,2427,67661,12388,4257
4/30/2020 0:00,85346,118632,67752,50880,110809,393150,622591,618991557,655,48909,2459,67365,12366,4257
4/29/2020 0:00,70084,117543,69729,47814,110615,390292,618450,618991557,660,48618,2424,67341,12364,4258
4/28/2020 0:00,70660,117380,68586,48794,110421,389043,616844,618991557,662,48240,2426,67333,12363,4265
4/27/2020 0:00,72465,117992,71648,46344,110268,385964,614224,618991557,667,47934,2471,67280,12358,4269
4/26/2020 0:00,71170,117576,69648,47928,109962,385494,613032,618991557,668,47881,2468,67224,12354,4275
4/25/2020 0:00,70208,117690,69290,48400,109940,385402,613032,618991557,670,47777,2459,67223,12354,4275
4/24/2020 0:00,70518,117709,68884,48825,109625,385306,612640,618991557,669,47737,2439,67217,12354,4275
4/23/2020 0:00,68903,117236,68375,48861,109356,384756,611348,618991557,692,47525,1739,67203,12341,4270
4/22/2020 0:00,72494,118438,67894,50544,108595,381795,608828,618991557,693,47366,1874,64605,12341,4246
4/21/2020 0:00,71008,117527,68550,48977,108448,380364,606339,618991557,693,47174,1657,64612,12341,4242
4/20/2020 0:00,74165,115886,66046,49840,108142,379775,603803,618991557,691,47109,1696,64438,12332,4253
4/19/2020 0:00,66058,117409,67133,50276,107671,378123,603203,618991557,669,47029,1594,65337,12332,4251
4/18/2020 0:00,66404,118279,67436,50843,107608,377079,602966,618991557,660,47022,1594,64956,12322,4251
4/17/2020 0:00,66885,118357,67206,51151,107544,376983,602884,618991557,659,47154,1607,64953,12322,4354
4/16/2020 0:00,67631,118176,67304,50872,107188,376165,601529,618991557,650,46981,1594,64905,12316,4340
4/15/2020 0:00,67620,118234,67030,51204,106529,374194,598957,618991557,670,46845,1570,64763,12305,4327
4/14/2020 0:00,67415,118288,67532,50756,105977,371683,595948,618991557,669,46878,1586,64653,12301,4325
4/13/2020 0:00,69983,118643,69252,49391,105772,369167,593582,618991557,668,46678,1562,64576,12301,4315
4/12/2020 0:00,64023,119630,69305,50325,105463,366595,591688,618991557,498,48218,1542,64517,12297,4311
4/11/2020 0:00,64295,119680,69039,50641,105406,366342,591428,618991557,496,48224,1544,64586,12297,4310
4/10/2020 0:00,64403,119316,69039,50277,105365,366342,591023,618991557,497,48525,1553,64576,12295,4319
4/9/2020 0:00,65082,119814,69694,50120,104641,365595,590050,618991557,528,48263,1619,64517,12294,4318
4/8/2020 0:00,67455,117097,67901,49196,103862,364758,585717,618991557,564,48053,1655,64605,12293,4393
4/7/2020 0:00,66874,118006,66008,51998,103376,363819,585201,618991557,572,48208,1662,64565,12290,4369
4/6/2020 0:00,68570,117874,65760,52114,102994,362530,583398,618991557,580,47842,1723,64658,12205,4377
4/5/2020 0:00,68405,118100,67550,50550,102969,360445,581514,618991617,617,47570,1743,64633,12205,4377
4/4/2020 0:00,68760,119086,68011,51075,102873,359529,581488,618991617,618,49713,1750,64626,12205,4377
4/3/2020 0:00,68919,119307,67546,51761,102752,359382,581441,618991617,618,50557,1754,64623,12205,4377
4/2/2020 0:00,70053,118680,68179,50501,102511,357716,578907,618991675,672,53544,1821,64597,12203,4369
4/1/2020 0:00,72734,115410,69232,46178,102236,355849,573495,618991675,683,53869,1781,64435,12212,4367
3/31/2020 0:00,71865,116097,69273,46824,101863,354164,572124,618991675,691,53501,1808,64528,12210,4374
3/30/2020 0:00,72924,116568,67539,49029,101155,353064,570787,618991675,686,55471,1835,64462,12209,4387
3/29/2020 0:00,72172,119297,69366,49931,100629,350595,570521,618988413,677,55640,1843,64409,12204,4386
3/28/2020 0:00,71351,119168,68719,50449,100590,350471,570229,618988413,676,57097,1837,64405,12204,4388
3/27/2020 0:00,71197,119362,68680,50682,100583,350150,570095,618988413,671,58537,1834,64404,12203,4388
3/26/2020 0:00,73042,118539,66906,51633,100211,349373,568123,618988458,660,61229,1890,64340,12199,4396
3/25/2020 0:00,73123,118984,67500,51484,99207,347518,565709,618988498,660,61268,1908,64259,12197,4425
3/24/2020 0:00,75956,117616,67470,50146,99174,345893,562683,618988105,647,61429,1927,64179,12181,4426
3/23/2020 0:00,66626,114619,65707,48912,98082,344676,557377,618002996.7,646,62056,1846,64031,12128,4428
3/22/2020 0:00,66552,115326,65857,49469,97684,343492,556502,615502863.9,640,62212,1851,63963,12100,4427
3/21/2020 0:00,65365,115707,65970,49737,97602,342936,556245,613786472.1,635,62642,1822,63943,12099,4427
3/20/2020 0:00,64813,115876,65932,49944,97553,342740,556169,611359098.9,635,62677,1782,63902,12091,4423
3/19/2020 0:00,68286,113770,65471,48299,97360,341446,552576,608624382.7,667,62129,1962,63759,12082,4424
3/18/2020 0:00,70450,111970,65862,46108,96887,339331,548188,606791155.7,654,61469,1964,63520,12064,4420
3/17/2020 0:00,71707,111382,66241,45141,96526,336849,544757,604957489.9,640,61229,1993,63327,12032,4412
3/16/2020 0:00,69426,114128,67492,46636,96136,334355,544619,602968754,631,60822,1883,63260,11989,4404
3/15/2020 0:00,68235,115213,67867,47346,95908,332914,544035,600492981.5,519,60379,1894,63080,11913,4402
3/14/2020 0:00,68313,116423,68646,47777,95726,331886,544035,598259557.6,523,60725,1896,63053,11911,4402
3/13/2020 0:00,68135,118157,69732,48425,95532,330346,544035,595252038,515,60873,1868,62993,11908,4399
